"","DOI","country","study_num","max_depth_cm","Items_kg","latitude","longitude"
"93","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,720,37.33508,127.6846
"94","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,1380,37.31339,127.6851
"95","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,640,37.29133,127.6855
"96","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,100,37.27191,127.6885
"97","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,100,37.24707,127.6893
"98","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,1980,37.22949,127.6823
"99","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,500,37.20263,127.6836
"100","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,1240,37.18226,127.6854
"101","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,60,37.16539,127.678
"102","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,100,37.14405,127.6778
"103","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,120,37.35743,127.7136
"104","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,1020,37.33544,127.7124
"105","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,260,37.31387,127.7086
"106","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,580,37.29209,127.7108
"107","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,220,37.2696,127.7136
"108","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,1120,37.24602,127.7147
"109","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,680,37.22607,127.7115
"110","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,260,37.2037,127.7126
"111","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,1760,37.18157,127.7112
"112","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,1000,37.35454,127.7371
"113","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,980,37.32966,127.7368
"114","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,80,37.31388,127.7417
"115","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,1120,37.29021,127.7385
"116","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,2620,37.27098,127.737
"117","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,520,37.24578,127.733
"118","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,160,37.22572,127.7375
"119","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,1220,37.18265,127.5185
"120","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,0,37.18584,127.6033
"121","https://doi.org/10.1007/s11368-020-02759-0","Korea","2",5,420,37.40117,127.6837
"122","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,6075,30.74,114.4
"123","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,1925,30.77,114.41
"124","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,2750,30.78,114.42
"125","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,1925,30.77,114.43
"126","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,2400,30.78,114.4
"127","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,1200,30.83,114.42
"128","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,1225,30.87,114.41
"129","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,925,30.96,114.36
"130","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,1925,30.99,114.35
"131","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,2325,31.01,114.35
"132","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,3200,31.01,114.36
"133","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,4725,31.06,114.35
"134","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,2475,31.07,114.33
"135","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,2400,31.07,114.31
"136","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,3850,31.09,114.32
"137","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,5575,31.14,114.36
"138","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,1725,30.93,114.36
"139","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",10,1850,30.93,114.36
"140","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,4200,30.74,114.4
"141","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,3275,30.77,114.41
"142","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,2100,30.78,114.42
"143","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,2075,30.77,114.43
"144","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,2375,30.78,114.4
"145","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,1525,30.83,114.42
"146","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,1325,30.87,114.41
"147","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,1125,30.96,114.36
"148","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,4050,30.99,114.35
"149","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,1425,31.01,114.35
"150","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,875,31.01,114.36
"151","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,4150,31.06,114.35
"152","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,3175,31.07,114.33
"153","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,2925,31.07,114.31
"154","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,1750,31.09,114.32
"155","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,2650,31.14,114.36
"156","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,1525,30.93,114.36
"157","https://doi.org/10.1016/j.scitotenv.2021.150620","China","3",20,1800,30.93,114.36
"158","https://doi.org/10.1016/j.envpol.2020.114096","China","4",5,61.9,44.7215,82.912
"159","https://doi.org/10.1016/j.envpol.2020.114096","China","4",5,206.9,44.7215,82.912
"160","https://doi.org/10.1016/j.envpol.2020.114096","China","4",5,1068.97,44.7215,82.912
"161","https://doi.org/10.1016/j.envpol.2020.114096","China","4",20,102.9,44.7215,82.912
"162","https://doi.org/10.1016/j.envpol.2020.114096","China","4",20,460.34,44.7215,82.912
"163","https://doi.org/10.1016/j.envpol.2020.114096","China","4",20,1400,44.7215,82.912
"164","https://doi.org/10.1016/j.envpol.2020.114096","China","4",40,68,44.7215,82.912
"165","https://doi.org/10.1016/j.envpol.2020.114096","China","4",40,220.69,44.7215,82.912
"166","https://doi.org/10.1016/j.envpol.2020.114096","China","4",40,848.28,44.7215,82.912
"167","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1085,37.1471,118.6893
"168","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1158,37.1272,118.79
"169","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1124,37.2417,118.8834
"170","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,967,37.2408,118.9248
"171","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1277,37.0913,118.7874
"172","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1401,37.1637,118.7355
"173","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1376,37.1278,118.738
"174","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1629,37.1758,118.7102
"175","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1109,37.1914,118.8599
"176","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1310,37.1631,118.759
"177","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1499,37.2399,118.7331
"178","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1639,37.2727,118.8311
"179","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1598,37.2557,118.8779
"180","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1232,37.2611,118.9222
"181","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1770,37.2389,118.8327
"182","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1970,37.2107,118.8684
"183","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1784,37.2542,118.9319
"184","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1830,37.2417,118.8576
"185","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1264,37.1753,118.6839
"186","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1519,37.2603,118.9068
"187","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1839,36.962961,119.014117
"188","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1843,36.988422,119.051071
"189","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1760,37.097,118.7337
"190","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1833,37.0614,118.7008
"191","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1435,37.0926,118.8251
"192","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1431,37.0777,118.8793
"193","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1834,37.1653,118.7464
"194","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1548,37.1978,118.8065
"195","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2119,37.2073,118.8316
"196","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1359,37.1971,118.8914
"197","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,978,37.0957,118.7524
"198","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1116,37.135,118.688
"199","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1210,37.1274,118.768
"200","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,858,37.1692,118.8655
"201","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2145,37.1712,118.6554
"202","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1933,37.168,118.7855
"203","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1667,37.2025,118.6851
"204","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,814,37.2073,118.8317
"205","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1559,37.2082,118.8729
"206","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1158,37.1987,118.749
"207","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2177,37.0166,118.6551
"208","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1833,37.0569,118.714
"209","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1699,37.06,118.7579
"210","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2345,37.0651,118.8014
"211","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2122,37.0635,118.8307
"212","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2719,37.0845,118.6959
"213","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2778,37.0891,118.7963
"214","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1832,37.0817,118.8322
"215","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,3254,37.1303,118.7817
"216","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1701,37.1312,118.8298
"217","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2078,36.751537,118.7261105
"218","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,4867,36.749284,118.767602
"219","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2087,36.74746,118.808703
"220","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1870,36.760555,118.816575
"221","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1910,36.811209,118.642727
"222","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2130,36.925541,118.621165
"223","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2037,36.911356,118.864112
"224","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,4513,36.950718,118.593865
"225","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1731,36.989614,118.593987
"226","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1846,36.991151,118.835634
"227","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1823,36.789839,118.687173
"228","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,6152,36.804239,118.773388
"229","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,3639,36.800751,118.901512
"230","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2683,36.840853,118.908497
"231","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2037,36.917908,118.638386
"232","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2257,36.912831,118.733329
"233","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1603,36.916168,118.776164
"234","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,2141,36.945285,118.722058
"235","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,1794,36.954107,118.787334
"236","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",20,5732,36.95022,118.952055
"237","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,832,37.1471,118.6893
"238","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,883,37.1272,118.79
"239","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,439,37.2417,118.8834
"240","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,776,37.2408,118.9248
"241","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,791,37.0913,118.7874
"242","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,838,37.1637,118.7355
"243","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,636,37.1278,118.738
"244","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,395,37.1758,118.7102
"245","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,792,37.1914,118.8599
"246","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,494,37.1631,118.759
"247","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,669,37.2399,118.7331
"248","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,425,37.2727,118.8311
"249","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,409,37.2557,118.8779
"250","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,650,37.2611,118.9222
"251","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,600,37.2389,118.8327
"252","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,641,37.2107,118.8684
"253","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,436,37.2542,118.9319
"254","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,633,37.2417,118.8576
"255","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,862,37.1753,118.6839
"256","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,508,37.2603,118.9068
"257","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1591,36.962961,119.014117
"258","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1739,36.988422,119.051071
"259","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,2100,37.097,118.7337
"260","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1306,37.0614,118.7008
"261","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1267,37.0926,118.8251
"262","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1326,37.0777,118.8793
"263","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,854,37.1653,118.7464
"264","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1751,37.1978,118.8065
"265","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1254,37.2073,118.8316
"266","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1385,37.1971,118.8914
"267","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1050,37.0957,118.7524
"268","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1047,37.135,118.688
"269","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1275,37.1274,118.768
"270","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1765,37.1692,118.8655
"271","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1823,37.1712,118.6554
"272","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,911,37.168,118.7855
"273","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1021,37.2025,118.6851
"274","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1353,37.2073,118.8317
"275","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1222,37.2082,118.8729
"276","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1242,37.1987,118.749
"277","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1019,37.0166,118.6551
"278","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1334,37.0569,118.714
"279","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1661,37.06,118.7579
"280","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1599,37.0651,118.8014
"281","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1362,37.0635,118.8307
"282","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1468,37.0845,118.6959
"283","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1597,37.0891,118.7963
"284","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1662,37.0817,118.8322
"285","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1326,37.1303,118.7817
"286","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1089,37.1312,118.8298
"287","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,2206,36.751537,118.7261105
"288","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1736,36.749284,118.767602
"289","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1485,36.74746,118.808703
"290","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1253,36.760555,118.816575
"291","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,2362,36.811209,118.642727
"292","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,2561,36.925541,118.621165
"293","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1063,36.911356,118.864112
"294","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1675,36.950718,118.593865
"295","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1493,36.989614,118.593987
"296","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,1742,36.991151,118.835634
"297","https://doi.org/10.1016/j.scitotenv.2023.166154","China","5",40,866,36.789839,118.687173
